# File: ./example_outputs/basins235/Ref_veg_carbon_Mg_per_ha.csv,,,,,,,,,,,
# Author: moirai,,,,,,,,,,,
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type,,,,,,,,,,,
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area,,,,,,,,,,,
# ----------,,,,,,,,,,,
iso,glu_code,land_type,land_cover,GCAM_GLU_name,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
sdn,87,902,Savanna,NileR,clay content (0-30 cms),36,35,1,71,29,45
usa,232,704,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (above ground biomass),5,4,1,79,2,5
usa,232,704,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (below ground biomass),2,1,0,25,1,2
sdn,87,903,Savanna,NileR,clay content (0-30 cms),38,35,1,71,29,45
usa,232,705,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (above ground biomass),5,4,1,78,2,5
usa,232,705,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (below ground biomass),2,1,0,27,1,2
sdn,87,904,Savanna,NileR,clay content (0-30 cms),35,35,1,71,29,45
usa,232,706,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (above ground biomass),5,4,1,79,2,5
usa,232,706,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (below ground biomass),2,1,0,26,1,2
sdn,87,905,Savanna,NileR,clay content (0-30 cms),34,35,1,71,29,45
usa,232,707,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (above ground biomass),5,4,1,78,2,5
usa,232,707,BorealDeciduousForest/Woodland,UsaCstNE,veg_c (below ground biomass),2,1,0,27,1,2
sdn,87,906,Savanna,NileR,clay content (0-30 cms),43,35,1,71,29,45
sdn,87,907,Savanna,NileR,clay content (0-30 cms),37,35,1,71,29,45
bra,206,201,TropicalDeciduousForest/Woodland,RioLaPlata,clay content (0-30 cms),38,36,16,73,26,45
bra,206,202,TropicalDeciduousForest/Woodland,RioLaPlata,clay content (0-30 cms),37,36,16,73,26,45
bra,206,203,TropicalDeciduousForest/Woodland,RioLaPlata,clay content (0-30 cms),36,36,16,73,26,45
bra,206,204,TropicalDeciduousForest/Woodland,RioLaPlata,clay content (0-30 cms),36,36,16,73,26,45
bra,206,205,TropicalDeciduousForest/Woodland,RioLaPlata,clay content (0-30 cms),39,36,16,73,26,45
bra,206,206,TropicalDeciduousForest/Woodland,RioLaPlata,clay content (0-30 cms),34,36,16,73,26,45
bra,206,207,TropicalDeciduousForest/Woodland,RioLaPlata,clay content (0-30 cms),36,36,16,73,26,45
eth,87,1101,DenseShrubland,NileR,clay content (0-30 cms),42,36,26,56,31,45
eth,87,1102,DenseShrubland,NileR,clay content (0-30 cms),40,36,26,56,31,45
eth,87,1105,DenseShrubland,NileR,clay content (0-30 cms),40,36,26,56,31,45
guy,161,1,Unknown,SAmerCstNE,clay content (0-30 cms),38,36,0,49,30,45
guy,161,2,Unknown,SAmerCstNE,clay content (0-30 cms),29,36,0,49,30,45
guy,161,5,Unknown,SAmerCstNE,clay content (0-30 cms),36,36,0,49,30,45
guy,161,7,Unknown,SAmerCstNE,clay content (0-30 cms),40,36,0,49,30,45
ind,140,201,TropicalDeciduousForest/Woodland,KrishnaR,clay content (0-30 cms),40,37,26,60,33,45
ind,140,202,TropicalDeciduousForest/Woodland,KrishnaR,clay content (0-30 cms),40,37,26,60,33,45
usa,233,201,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),4,2,1,89,1,10
usa,233,201,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),1,0,0,23,0,2
ind,140,203,TropicalDeciduousForest/Woodland,KrishnaR,clay content (0-30 cms),47,37,26,60,33,45
usa,233,202,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),5,1,1,87,1,9
usa,233,202,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),1,0,0,25,0,3
ind,140,205,TropicalDeciduousForest/Woodland,KrishnaR,clay content (0-30 cms),39,37,26,60,33,45
usa,233,205,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),5,2,1,93,1,10
usa,233,205,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),1,0,0,19,0,2
ind,140,207,TropicalDeciduousForest/Woodland,KrishnaR,clay content (0-30 cms),40,37,26,60,33,45
usa,233,207,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),5,2,1,94,1,10
usa,233,207,TropicalDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),1,0,0,19,0,2
ind,113,201,TropicalDeciduousForest/Woodland,MahiR,clay content (0-30 cms),39,38,0,58,34,45
ind,113,202,TropicalDeciduousForest/Woodland,MahiR,clay content (0-30 cms),40,38,0,58,34,45
ind,113,205,TropicalDeciduousForest/Woodland,MahiR,clay content (0-30 cms),37,38,0,58,34,45
ind,113,207,TropicalDeciduousForest/Woodland,MahiR,clay content (0-30 cms),39,38,0,58,34,45
ind,147,1,Unknown,PennarR,clay content (0-30 cms),40,38,32,45,34,45
ind,147,2,Unknown,PennarR,clay content (0-30 cms),40,38,32,45,34,45
syr,95,1201,OpenShrubland,DeadSea,clay content (0-30 cms),39,38,26,51,34,45
syr,95,1202,OpenShrubland,DeadSea,clay content (0-30 cms),40,38,26,51,34,45
syr,95,1205,OpenShrubland,DeadSea,clay content (0-30 cms),37,38,26,51,34,45
fji,185,1,Unknown,NewCaledn,clay content (0-30 cms),37,39,0,59,31,45
fji,185,2,Unknown,NewCaledn,clay content (0-30 cms),39,39,0,59,31,45
fji,185,3,Unknown,NewCaledn,clay content (0-30 cms),37,39,0,59,31,45
usa,233,701,BorealDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),5,6,0,97,4,9
usa,233,701,BorealDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),2,2,0,30,1,3
fji,185,5,Unknown,NewCaledn,clay content (0-30 cms),40,39,0,59,31,45
usa,233,702,BorealDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),5,6,0,96,4,9
usa,233,702,BorealDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),2,2,0,31,1,3
fji,185,6,Unknown,NewCaledn,clay content (0-30 cms),37,39,0,59,31,45
usa,233,703,BorealDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),8,6,0,99,4,9
usa,233,703,BorealDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),2,2,0,28,1,3
fji,185,7,Unknown,NewCaledn,clay content (0-30 cms),34,39,0,59,31,45
usa,233,704,BorealDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),8,6,0,99,4,9
usa,233,704,BorealDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),2,2,0,28,1,3
idn,163,101,TropicalEvergreenForest/Woodland,Sumatra,clay content (0-30 cms),37,39,0,62,32,45
usa,233,705,BorealDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),5,6,0,98,4,9
usa,233,705,BorealDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),2,2,0,29,1,3
idn,163,102,TropicalEvergreenForest/Woodland,Sumatra,clay content (0-30 cms),39,39,0,62,32,45
usa,233,706,BorealDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),8,6,0,99,4,9
usa,233,706,BorealDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),2,2,0,28,1,3
idn,163,103,TropicalEvergreenForest/Woodland,Sumatra,clay content (0-30 cms),38,39,0,62,32,45
usa,233,707,BorealDeciduousForest/Woodland,UsaCstE,veg_c (above ground biomass),6,6,0,96,4,9
usa,233,707,BorealDeciduousForest/Woodland,UsaCstE,veg_c (below ground biomass),2,2,0,31,1,3
idn,163,104,TropicalEvergreenForest/Woodland,Sumatra,clay content (0-30 cms),38,39,0,62,32,45
idn,163,105,TropicalEvergreenForest/Woodland,Sumatra,clay content (0-30 cms),36,39,0,62,32,45
idn,163,106,TropicalEvergreenForest/Woodland,Sumatra,clay content (0-30 cms),34,39,0,62,32,45
idn,163,107,TropicalEvergreenForest/Woodland,Sumatra,clay content (0-30 cms),37,39,0,62,32,45
idn,175,1001,Grassland/Steppe,JavaTimor,clay content (0-30 cms),43,39,0,70,32,45
idn,175,1002,Grassland/Steppe,JavaTimor,clay content (0-30 cms),40,39,0,70,32,45
idn,175,1003,Grassland/Steppe,JavaTimor,clay content (0-30 cms),37,39,0,70,32,45
idn,175,1004,Grassland/Steppe,JavaTimor,clay content (0-30 cms),37,39,0,70,32,45
idn,175,1005,Grassland/Steppe,JavaTimor,clay content (0-30 cms),38,39,0,70,32,45
idn,175,1006,Grassland/Steppe,JavaTimor,clay content (0-30 cms),36,39,0,70,32,45
idn,175,1007,Grassland/Steppe,JavaTimor,clay content (0-30 cms),35,39,0,70,32,45
cod,87,901,Savanna,NileR,clay content (0-30 cms),38,40,0,52,34,45
cod,87,902,Savanna,NileR,clay content (0-30 cms),42,40,0,52,34,45
cod,87,903,Savanna,NileR,clay content (0-30 cms),38,40,0,52,34,45
cod,87,904,Savanna,NileR,clay content (0-30 cms),42,40,0,52,34,45
cod,87,905,Savanna,NileR,clay content (0-30 cms),40,40,0,52,34,45
cod,87,906,Savanna,NileR,clay content (0-30 cms),35,40,0,52,34,45
usa,234,1001,Grassland/Steppe,Hawaii,veg_c (above ground biomass),1,0,0,72,0,3
usa,234,1001,Grassland/Steppe,Hawaii,veg_c (below ground biomass),1,0,0,33,0,2
cod,87,907,Savanna,NileR,clay content (0-30 cms),40,40,0,52,34,45
usa,234,1002,Grassland/Steppe,Hawaii,veg_c (above ground biomass),2,0,0,73,0,3
usa,234,1002,Grassland/Steppe,Hawaii,veg_c (below ground biomass),1,0,0,32,0,1
cod,87,1401,Desert,NileR,clay content (0-30 cms),39,40,32,52,33,45
usa,234,1003,Grassland/Steppe,Hawaii,veg_c (above ground biomass),2,0,0,76,0,3
usa,234,1003,Grassland/Steppe,Hawaii,veg_c (below ground biomass),1,0,0,29,0,1
cod,87,1402,Desert,NileR,clay content (0-30 cms),41,40,32,52,33,45
usa,234,1004,Grassland/Steppe,Hawaii,veg_c (above ground biomass),2,0,0,79,0,4
usa,234,1004,Grassland/Steppe,Hawaii,veg_c (below ground biomass),1,0,0,26,0,1
cod,87,1403,Desert,NileR,clay content (0-30 cms),42,40,32,52,33,45
usa,234,1005,Grassland/Steppe,Hawaii,veg_c (above ground biomass),2,0,0,76,0,3
usa,234,1005,Grassland/Steppe,Hawaii,veg_c (below ground biomass),1,0,0,29,0,1
cod,87,1404,Desert,NileR,clay content (0-30 cms),42,40,32,52,33,45
usa,234,1006,Grassland/Steppe,Hawaii,veg_c (above ground biomass),2,0,0,73,0,3
usa,234,1006,Grassland/Steppe,Hawaii,veg_c (below ground biomass),1,0,0,32,0,1
cod,87,1405,Desert,NileR,clay content (0-30 cms),42,40,32,52,33,45
usa,234,1007,Grassland/Steppe,Hawaii,veg_c (above ground biomass),1,0,0,67,0,3
usa,234,1007,Grassland/Steppe,Hawaii,veg_c (below ground biomass),1,0,0,38,0,2
cod,87,1406,Desert,NileR,clay content (0-30 cms),42,40,32,52,33,45
cod,87,1407,Desert,NileR,clay content (0-30 cms),42,40,32,52,33,45
cub,101,101,TropicalEvergreenForest/Woodland,Caribbean,clay content (0-30 cms),38,40,0,59,34,45
cub,101,102,TropicalEvergreenForest/Woodland,Caribbean,clay content (0-30 cms),41,40,0,59,34,45
cub,101,103,TropicalEvergreenForest/Woodland,Caribbean,clay content (0-30 cms),36,40,0,59,34,45
cub,101,104,TropicalEvergreenForest/Woodland,Caribbean,clay content (0-30 cms),39,40,0,59,34,45
cub,101,105,TropicalEvergreenForest/Woodland,Caribbean,clay content (0-30 cms),39,40,0,59,34,45
cub,101,106,TropicalEvergreenForest/Woodland,Caribbean,clay content (0-30 cms),33,40,0,59,34,45
cub,101,107,TropicalEvergreenForest/Woodland,Caribbean,clay content (0-30 cms),37,40,0,59,34,45
idn,158,1001,Grassland/Steppe,IdnE,clay content (0-30 cms),40,40,0,51,36,45
idn,158,1002,Grassland/Steppe,IdnE,clay content (0-30 cms),40,40,0,51,36,45
idn,158,1003,Grassland/Steppe,IdnE,clay content (0-30 cms),39,40,0,51,36,45
idn,158,1004,Grassland/Steppe,IdnE,clay content (0-30 cms),39,40,0,51,36,45
idn,158,1005,Grassland/Steppe,IdnE,clay content (0-30 cms),42,40,0,51,36,45
idn,158,1006,Grassland/Steppe,IdnE,clay content (0-30 cms),38,40,0,51,36,45
idn,158,1007,Grassland/Steppe,IdnE,clay content (0-30 cms),41,40,0,51,36,45
uzb,58,1003,Grassland/Steppe,AmuDaryaR,veg_c (below ground biomass),1,0,0,43,0,0
ind,113,101,TropicalEvergreenForest/Woodland,MahiR,clay content (0-30 cms),42,40,34,54,37,45
uzb,58,1005,Grassland/Steppe,AmuDaryaR,veg_c (below ground biomass),1,0,0,43,0,0
ind,113,102,TropicalEvergreenForest/Woodland,MahiR,clay content (0-30 cms),41,40,34,54,37,45
mex,96,1001,Grassland/Steppe,MexCstNW,clay content (0-30 cms),40,40,0,55,36,45
mex,96,1002,Grassland/Steppe,MexCstNW,clay content (0-30 cms),42,40,0,55,36,45
mex,96,1003,Grassland/Steppe,MexCstNW,clay content (0-30 cms),41,40,0,55,36,45
mex,96,1005,Grassland/Steppe,MexCstNW,clay content (0-30 cms),41,40,0,55,36,45
mex,96,1006,Grassland/Steppe,MexCstNW,clay content (0-30 cms),42,40,0,55,36,45
mex,96,1007,Grassland/Steppe,MexCstNW,clay content (0-30 cms),43,40,0,55,36,45
mex,115,801,Evergreen/DeciduousMixedForest/Woodland,MexCstW,clay content (0-30 cms),38,40,28,45,35,45
mex,115,802,Evergreen/DeciduousMixedForest/Woodland,MexCstW,clay content (0-30 cms),38,40,28,45,35,45
mex,221,201,TropicalDeciduousForest/Woodland,UsaColoRS,clay content (0-30 cms),43,40,40,46,40,45
mex,221,202,TropicalDeciduousForest/Woodland,UsaColoRS,clay content (0-30 cms),43,40,40,46,40,45
png,185,1,Unknown,NewCaledn,clay content (0-30 cms),15,40,0,46,0,45
png,185,2,Unknown,NewCaledn,clay content (0-30 cms),15,40,0,46,0,45
slb,176,101,TropicalEvergreenForest/Woodland,SolomonIsl,clay content (0-30 cms),40,40,0,52,37,45
slb,176,102,TropicalEvergreenForest/Woodland,SolomonIsl,clay content (0-30 cms),41,40,0,52,37,45
uga,183,901,Savanna,CongoR,clay content (0-30 cms),38,40,32,46,37,45
uga,183,902,Savanna,CongoR,clay content (0-30 cms),40,40,32,46,37,45
vnm,125,201,TropicalDeciduousForest/Woodland,Mekong,clay content (0-30 cms),42,40,28,55,34,45
vnm,125,202,TropicalDeciduousForest/Woodland,Mekong,clay content (0-30 cms),40,40,28,55,34,45
vnm,125,203,TropicalDeciduousForest/Woodland,Mekong,clay content (0-30 cms),36,40,28,55,34,45
vnm,125,204,TropicalDeciduousForest/Woodland,Mekong,clay content (0-30 cms),38,40,28,55,34,45
vnm,125,205,TropicalDeciduousForest/Woodland,Mekong,clay content (0-30 cms),34,40,28,55,34,45
vnm,125,206,TropicalDeciduousForest/Woodland,Mekong,clay content (0-30 cms),33,40,28,55,34,45
vnm,125,207,TropicalDeciduousForest/Woodland,Mekong,clay content (0-30 cms),47,40,28,55,34,45
cog,162,101,TropicalEvergreenForest/Woodland,GuineaGulf,clay content (0-30 cms),29,41,15,53,35,45
uzb,76,901,Savanna,SyrDaryaR,veg_c (below ground biomass),1,0,0,38,0,1
cog,162,102,TropicalEvergreenForest/Woodland,GuineaGulf,clay content (0-30 cms),43,41,15,53,35,45
uzb,76,902,Savanna,SyrDaryaR,veg_c (below ground biomass),1,0,0,39,0,1
cog,162,103,TropicalEvergreenForest/Woodland,GuineaGulf,clay content (0-30 cms),34,41,15,53,35,45
uzb,76,903,Savanna,SyrDaryaR,veg_c (below ground biomass),1,0,0,35,0,1
cog,162,104,TropicalEvergreenForest/Woodland,GuineaGulf,clay content (0-30 cms),20,41,15,53,35,45
uzb,76,906,Savanna,SyrDaryaR,veg_c (below ground biomass),1,0,0,35,0,1
cog,162,105,TropicalEvergreenForest/Woodland,GuineaGulf,clay content (0-30 cms),28,41,15,53,35,45
cog,162,106,TropicalEvergreenForest/Woodland,GuineaGulf,clay content (0-30 cms),23,41,15,53,35,45
cog,162,107,TropicalEvergreenForest/Woodland,GuineaGulf,clay content (0-30 cms),25,41,15,53,35,45
uzb,76,1003,Grassland/Steppe,SyrDaryaR,veg_c (below ground biomass),1,0,0,41,0,0
eth,170,101,TropicalEvergreenForest/Woodland,ShebJubR,clay content (0-30 cms),44,41,22,57,36,45
eth,170,102,TropicalEvergreenForest/Woodland,ShebJubR,clay content (0-30 cms),42,41,22,57,36,45
eth,170,103,TropicalEvergreenForest/Woodland,ShebJubR,clay content (0-30 cms),35,41,22,57,36,45
eth,170,104,TropicalEvergreenForest/Woodland,ShebJubR,clay content (0-30 cms),36,41,22,57,36,45
eth,170,105,TropicalEvergreenForest/Woodland,ShebJubR,clay content (0-30 cms),40,41,22,57,36,45
eth,170,106,TropicalEvergreenForest/Woodland,ShebJubR,clay content (0-30 cms),34,41,22,57,36,45
uzb,76,1103,DenseShrubland,SyrDaryaR,veg_c (above ground biomass),2,0,0,49,0,1
uzb,76,1103,DenseShrubland,SyrDaryaR,veg_c (below ground biomass),1,0,0,30,0,1
eth,170,107,TropicalEvergreenForest/Woodland,ShebJubR,clay content (0-30 cms),37,41,22,57,36,45
uzb,76,1104,DenseShrubland,SyrDaryaR,veg_c (above ground biomass),2,0,0,51,0,1
uzb,76,1104,DenseShrubland,SyrDaryaR,veg_c (below ground biomass),1,0,0,28,0,1
idn,158,901,Savanna,IdnE,clay content (0-30 cms),39,41,30,47,34,45
uzb,76,1105,DenseShrubland,SyrDaryaR,veg_c (above ground biomass),2,0,0,54,0,1
uzb,76,1105,DenseShrubland,SyrDaryaR,veg_c (below ground biomass),1,0,0,26,0,1
idn,158,902,Savanna,IdnE,clay content (0-30 cms),42,41,30,47,34,45
uzb,76,1106,DenseShrubland,SyrDaryaR,veg_c (above ground biomass),2,0,0,52,0,1
uzb,76,1106,DenseShrubland,SyrDaryaR,veg_c (below ground biomass),1,0,0,28,0,1
idn,158,903,Savanna,IdnE,clay content (0-30 cms),34,41,30,47,34,45
uzb,76,1107,DenseShrubland,SyrDaryaR,veg_c (above ground biomass),2,0,0,49,0,1
uzb,76,1107,DenseShrubland,SyrDaryaR,veg_c (below ground biomass),1,0,0,31,0,1
idn,158,904,Savanna,IdnE,clay content (0-30 cms),33,41,30,47,34,45
idn,158,906,Savanna,IdnE,clay content (0-30 cms),33,41,30,47,34,45
idn,158,907,Savanna,IdnE,clay content (0-30 cms),33,41,30,47,34,45
ind,235,901,Savanna,NarmadaR,clay content (0-30 cms),43,41,34,59,38,45
ind,235,902,Savanna,NarmadaR,clay content (0-30 cms),42,41,34,59,38,45
ind,235,903,Savanna,NarmadaR,clay content (0-30 cms),41,41,34,59,38,45
ind,235,905,Savanna,NarmadaR,clay content (0-30 cms),41,41,34,59,38,45
ind,235,906,Savanna,NarmadaR,clay content (0-30 cms),41,41,34,59,38,45
ind,235,907,Savanna,NarmadaR,clay content (0-30 cms),40,41,34,59,38,45
jam,101,1,Unknown,Caribbean,clay content (0-30 cms),25,41,0,51,0,45
jam,101,2,Unknown,Caribbean,clay content (0-30 cms),21,41,0,51,0,45
jam,101,5,Unknown,Caribbean,clay content (0-30 cms),39,41,0,51,0,45
jam,101,7,Unknown,Caribbean,clay content (0-30 cms),39,41,0,51,0,45
mex,96,1,Unknown,MexCstNW,clay content (0-30 cms),34,41,0,57,32,45
mex,96,2,Unknown,MexCstNW,clay content (0-30 cms),33,41,0,57,32,45
mex,96,5,Unknown,MexCstNW,clay content (0-30 cms),35,41,0,57,32,45
mex,96,7,Unknown,MexCstNW,clay content (0-30 cms),42,41,0,57,32,45
mex,96,1101,DenseShrubland,MexCstNW,clay content (0-30 cms),40,41,27,56,37,45
mex,96,1102,DenseShrubland,MexCstNW,clay content (0-30 cms),41,41,27,56,37,45
mex,96,1103,DenseShrubland,MexCstNW,clay content (0-30 cms),40,41,27,56,37,45
mex,96,1105,DenseShrubland,MexCstNW,clay content (0-30 cms),42,41,27,56,37,45
mex,96,1107,DenseShrubland,MexCstNW,clay content (0-30 cms),42,41,27,56,37,45
mex,114,1201,OpenShrubland,MexInt,clay content (0-30 cms),39,41,23,55,38,45
mex,114,1202,OpenShrubland,MexInt,clay content (0-30 cms),42,41,23,55,38,45
mex,114,1203,OpenShrubland,MexInt,clay content (0-30 cms),41,41,23,55,38,45
mex,114,1205,OpenShrubland,MexInt,clay content (0-30 cms),40,41,23,55,38,45
mex,114,1206,OpenShrubland,MexInt,clay content (0-30 cms),41,41,23,55,38,45
mex,114,1207,OpenShrubland,MexInt,clay content (0-30 cms),38,41,23,55,38,45
mex,115,1001,Grassland/Steppe,MexCstW,clay content (0-30 cms),41,41,0,52,38,45
mex,115,1002,Grassland/Steppe,MexCstW,clay content (0-30 cms),41,41,0,52,38,45
mex,115,1003,Grassland/Steppe,MexCstW,clay content (0-30 cms),43,41,0,52,38,45
mex,115,1004,Grassland/Steppe,MexCstW,clay content (0-30 cms),43,41,0,52,38,45
mex,115,1005,Grassland/Steppe,MexCstW,clay content (0-30 cms),43,41,0,52,38,45
mex,115,1006,Grassland/Steppe,MexCstW,clay content (0-30 cms),43,41,0,52,38,45
ven,143,105,TropicalEvergreenForest/Woodland,SAmerCstN,veg_c (above ground biomass),6,5,1,162,3,8
ven,143,105,TropicalEvergreenForest/Woodland,SAmerCstN,veg_c (below ground biomass),1,1,0,42,1,2
mex,115,1007,Grassland/Steppe,MexCstW,clay content (0-30 cms),43,41,0,52,38,45
ven,143,106,TropicalEvergreenForest/Woodland,SAmerCstN,veg_c (above ground biomass),3,8,1,250,4,13
slb,176,1001,Grassland/Steppe,SolomonIsl,clay content (0-30 cms),41,41,0,53,36,45
ven,143,107,TropicalEvergreenForest/Woodland,SAmerCstN,veg_c (above ground biomass),6,5,1,160,3,8
ven,143,107,TropicalEvergreenForest/Woodland,SAmerCstN,veg_c (below ground biomass),2,1,0,44,1,2
slb,176,1002,Grassland/Steppe,SolomonIsl,clay content (0-30 cms),41,41,0,53,36,45
ven,143,201,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (above ground biomass),6,3,0,150,1,7
ven,143,201,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (below ground biomass),2,1,0,47,0,2
vut,185,101,TropicalEvergreenForest/Woodland,NewCaledn,clay content (0-30 cms),41,41,35,52,38,45
ven,143,202,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (above ground biomass),4,3,0,153,1,7
ven,143,202,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (below ground biomass),1,1,0,45,0,2
vut,185,102,TropicalEvergreenForest/Woodland,NewCaledn,clay content (0-30 cms),42,41,35,52,38,45
ven,143,203,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (above ground biomass),3,3,0,146,1,7
ven,143,203,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (below ground biomass),1,1,0,52,0,2
vut,185,105,TropicalEvergreenForest/Woodland,NewCaledn,clay content (0-30 cms),43,41,35,52,38,45
ven,143,205,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (above ground biomass),4,3,0,144,1,6
ven,143,205,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (below ground biomass),1,1,0,54,0,2
vut,185,107,TropicalEvergreenForest/Woodland,NewCaledn,clay content (0-30 cms),45,41,35,52,38,45
ven,143,206,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (above ground biomass),4,3,0,143,1,6
ven,143,206,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (below ground biomass),1,1,0,55,0,2
cod,87,101,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),43,42,0,52,38,45
ven,143,207,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (above ground biomass),4,3,0,141,1,6
ven,143,207,TropicalDeciduousForest/Woodland,SAmerCstN,veg_c (below ground biomass),1,1,0,57,0,3
cod,87,102,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),43,42,0,52,38,45
cod,87,103,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),40,42,0,52,38,45
ven,143,902,Savanna,SAmerCstN,veg_c (above ground biomass),2,3,1,229,1,9
cod,87,104,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),42,42,0,52,38,45
cod,87,105,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),40,42,0,52,38,45
cod,87,106,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),35,42,0,52,38,45
ven,143,905,Savanna,SAmerCstN,veg_c (above ground biomass),3,2,0,139,1,6
ven,143,905,Savanna,SAmerCstN,veg_c (below ground biomass),1,1,0,41,0,2
cod,87,107,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),39,42,0,52,38,45
ind,129,201,TropicalDeciduousForest/Woodland,IndCstW,clay content (0-30 cms),40,42,28,52,36,45
ven,143,907,Savanna,SAmerCstN,veg_c (above ground biomass),2,3,0,203,1,8
ind,129,202,TropicalDeciduousForest/Woodland,IndCstW,clay content (0-30 cms),40,42,28,52,36,45
ind,129,203,TropicalDeciduousForest/Woodland,IndCstW,clay content (0-30 cms),42,42,28,52,36,45
ind,129,205,TropicalDeciduousForest/Woodland,IndCstW,clay content (0-30 cms),39,42,28,52,36,45
ind,129,206,TropicalDeciduousForest/Woodland,IndCstW,clay content (0-30 cms),42,42,28,52,36,45
ven,143,1004,Grassland/Steppe,SAmerCstN,veg_c (above ground biomass),2,1,0,156,0,6
ind,129,207,TropicalDeciduousForest/Woodland,IndCstW,clay content (0-30 cms),38,42,28,52,36,45
ven,143,1005,Grassland/Steppe,SAmerCstN,veg_c (above ground biomass),4,1,0,148,0,6
ven,143,1005,Grassland/Steppe,SAmerCstN,veg_c (below ground biomass),1,0,0,46,0,2
isr,95,1101,DenseShrubland,DeadSea,clay content (0-30 cms),43,42,39,47,39,45
isr,95,1102,DenseShrubland,DeadSea,clay content (0-30 cms),43,42,39,47,39,45
isr,95,1105,DenseShrubland,DeadSea,clay content (0-30 cms),44,42,39,47,39,45
isr,95,1107,DenseShrubland,DeadSea,clay content (0-30 cms),44,42,39,47,39,45
ken,87,101,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),34,42,27,53,37,45
ven,143,1103,DenseShrubland,SAmerCstN,veg_c (above ground biomass),3,2,0,132,0,5
ven,143,1103,DenseShrubland,SAmerCstN,veg_c (below ground biomass),1,1,0,58,0,2
ken,87,102,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),41,42,27,53,37,45
ken,87,103,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),39,42,27,53,37,45
ken,87,105,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),36,42,27,53,37,45
ven,143,1201,OpenShrubland,SAmerCstN,veg_c (above ground biomass),5,1,0,147,1,4
ven,143,1201,OpenShrubland,SAmerCstN,veg_c (below ground biomass),2,0,0,48,0,1
ken,87,106,TropicalEvergreenForest/Woodland,NileR,clay content (0-30 cms),31,42,27,53,37,45
ven,143,1202,OpenShrubland,SAmerCstN,veg_c (above ground biomass),1,1,0,121,0,4
ven,143,1202,OpenShrubland,SAmerCstN,veg_c (below ground biomass),1,0,0,74,0,2
mex,96,201,TropicalDeciduousForest/Woodland,MexCstNW,clay content (0-30 cms),42,42,0,56,39,45
ven,143,1203,OpenShrubland,SAmerCstN,veg_c (above ground biomass),1,0,0,108,0,3
