iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
svn,55,605,clay content (0-30 cms),21,23,16,27,16,26
fra,41,1307,veg_c (above ground biomass),2,0,0,84,0,7
fra,41,1307,veg_c (below ground biomass),1,0,0,42,0,3
svn,55,606,clay content (0-30 cms),21,23,16,27,16,26
svn,55,607,clay content (0-30 cms),21,23,16,27,16,26
tgo,160,901,clay content (0-30 cms),25,23,17,37,20,26
tgo,160,902,clay content (0-30 cms),23,23,17,37,20,26
tgo,160,903,clay content (0-30 cms),24,23,17,37,20,26
fra,44,501,veg_c (above ground biomass),4,5,0,127,1,9
fra,44,501,veg_c (below ground biomass),2,2,0,45,0,3
tgo,160,905,clay content (0-30 cms),24,23,17,37,20,26
fra,44,502,veg_c (above ground biomass),5,5,0,128,1,9
fra,44,502,veg_c (below ground biomass),2,2,0,44,0,3
tkm,52,1001,clay content (0-30 cms),26,23,15,37,20,26
fra,44,503,veg_c (above ground biomass),6,5,0,131,1,9
fra,44,503,veg_c (below ground biomass),2,2,0,41,0,3
tkm,52,1002,clay content (0-30 cms),23,23,15,37,20,26
fra,44,505,veg_c (above ground biomass),4,5,0,127,1,9
fra,44,505,veg_c (below ground biomass),2,2,0,44,0,3
tkm,52,1003,clay content (0-30 cms),22,23,15,37,20,26
fra,44,507,veg_c (above ground biomass),4,5,0,126,1,8
fra,44,507,veg_c (below ground biomass),1,2,0,46,0,3
tkm,52,1005,clay content (0-30 cms),24,23,15,37,20,26
fra,44,701,veg_c (above ground biomass),1,1,0,97,1,2
fra,44,701,veg_c (below ground biomass),1,0,0,67,0,1
tkm,52,1006,clay content (0-30 cms),25,23,15,37,20,26
fra,44,702,veg_c (above ground biomass),1,1,0,100,1,2
fra,44,702,veg_c (below ground biomass),1,0,0,63,0,1
tkm,52,1007,clay content (0-30 cms),26,23,15,37,20,26
fra,44,705,veg_c (above ground biomass),1,1,0,102,1,2
fra,44,705,veg_c (below ground biomass),1,0,0,61,0,1
tun,144,1201,clay content (0-30 cms),25,23,17,33,21,26
fra,44,707,veg_c (above ground biomass),1,1,0,100,1,2
fra,44,707,veg_c (below ground biomass),1,0,0,63,0,1
tun,144,1202,clay content (0-30 cms),24,23,17,33,21,26
fra,44,1001,veg_c (above ground biomass),2,1,1,148,1,9
usa,220,1101,clay content (0-30 cms),22,23,11,31,19,26
fra,44,1002,veg_c (above ground biomass),3,1,1,136,1,8
fra,44,1002,veg_c (below ground biomass),1,0,0,38,0,2
usa,220,1102,clay content (0-30 cms),24,23,11,31,19,26
fra,44,1003,veg_c (above ground biomass),4,1,1,128,1,7
fra,44,1003,veg_c (below ground biomass),1,0,0,46,0,3
usa,220,1103,clay content (0-30 cms),23,23,11,31,19,26
fra,44,1005,veg_c (above ground biomass),3,1,1,126,1,7
fra,44,1005,veg_c (below ground biomass),1,0,0,48,0,3
usa,220,1104,clay content (0-30 cms),24,23,11,31,19,26
fra,44,1007,veg_c (above ground biomass),3,1,1,125,1,7
fra,44,1007,veg_c (below ground biomass),1,0,0,49,0,3
usa,220,1105,clay content (0-30 cms),24,23,11,31,19,26
fra,46,401,veg_c (above ground biomass),2,1,1,93,1,9
fra,46,401,veg_c (below ground biomass),1,0,0,32,0,3
usa,220,1106,clay content (0-30 cms),20,23,11,31,19,26
fra,46,402,veg_c (above ground biomass),2,1,1,91,1,9
fra,46,402,veg_c (below ground biomass),1,0,0,34,0,3
usa,220,1107,clay content (0-30 cms),22,23,11,31,19,26
fra,46,501,veg_c (above ground biomass),4,7,0,120,1,9
fra,46,501,veg_c (below ground biomass),1,2,0,38,0,3
usa,222,501,clay content (0-30 cms),23,23,10,35,19,26
fra,46,502,veg_c (above ground biomass),5,7,0,127,1,10
fra,46,502,veg_c (below ground biomass),1,2,0,32,0,2
usa,222,502,clay content (0-30 cms),23,23,10,35,19,26
fra,46,503,veg_c (above ground biomass),5,7,0,119,1,9
fra,46,503,veg_c (below ground biomass),2,2,0,40,0,3
usa,222,503,clay content (0-30 cms),22,23,10,35,19,26
fra,46,505,veg_c (above ground biomass),6,7,0,120,1,9
fra,46,505,veg_c (below ground biomass),2,2,0,39,0,3
usa,222,505,clay content (0-30 cms),25,23,10,35,19,26
fra,46,506,veg_c (above ground biomass),2,6,0,104,1,8
fra,46,506,veg_c (below ground biomass),1,3,0,55,0,4
usa,222,506,clay content (0-30 cms),20,23,10,35,19,26
fra,46,507,veg_c (above ground biomass),4,7,0,118,1,9
fra,46,507,veg_c (below ground biomass),2,2,0,41,0,3
usa,222,507,clay content (0-30 cms),25,23,10,35,19,26
fra,46,701,veg_c (above ground biomass),1,1,0,65,1,1
fra,46,701,veg_c (below ground biomass),1,0,0,56,0,1
arg,215,801,clay content (0-30 cms),24,24,19,34,22,26
fra,46,702,veg_c (above ground biomass),1,1,0,65,1,1
fra,46,702,veg_c (below ground biomass),1,0,0,56,0,1
arg,215,802,clay content (0-30 cms),25,24,19,34,22,26
fra,46,705,veg_c (above ground biomass),1,1,0,65,1,1
fra,46,705,veg_c (below ground biomass),1,0,0,56,0,1
civ,160,901,clay content (0-30 cms),23,24,17,33,22,26
fra,46,1001,veg_c (above ground biomass),4,5,1,117,1,9
fra,46,1001,veg_c (below ground biomass),1,2,0,36,0,3
civ,160,902,clay content (0-30 cms),24,24,17,33,22,26
fra,46,1002,veg_c (above ground biomass),4,5,1,128,1,10
fra,46,1002,veg_c (below ground biomass),1,1,0,24,0,2
civ,160,903,clay content (0-30 cms),27,24,17,33,22,26
fra,46,1003,veg_c (above ground biomass),4,5,1,111,1,9
fra,46,1003,veg_c (below ground biomass),1,2,0,41,0,3
civ,160,905,clay content (0-30 cms),28,24,17,33,22,26
fra,46,1005,veg_c (above ground biomass),4,5,1,114,1,9
fra,46,1005,veg_c (below ground biomass),1,2,0,38,0,3
civ,160,906,clay content (0-30 cms),28,24,17,33,22,26
fra,46,1006,veg_c (above ground biomass),7,5,1,117,1,9
fra,46,1006,veg_c (below ground biomass),2,2,0,36,0,3
esp,60,901,clay content (0-30 cms),24,24,19,34,20,26
fra,46,1007,veg_c (above ground biomass),4,5,1,114,1,9
fra,46,1007,veg_c (below ground biomass),1,2,0,38,0,3
esp,60,902,clay content (0-30 cms),24,24,19,34,20,26
fra,57,601,veg_c (above ground biomass),4,4,1,92,2,6
fra,57,601,veg_c (below ground biomass),2,2,0,38,1,3
esp,60,905,clay content (0-30 cms),25,24,19,34,20,26
fra,57,602,veg_c (above ground biomass),4,4,1,92,2,6
fra,57,602,veg_c (below ground biomass),2,2,0,38,1,3
hun,54,401,clay content (0-30 cms),26,24,14,36,20,26
fra,57,607,veg_c (above ground biomass),4,4,1,92,2,6
fra,57,607,veg_c (below ground biomass),2,2,0,38,1,3
hun,54,402,clay content (0-30 cms),24,24,14,36,20,26
hun,54,403,clay content (0-30 cms),26,24,14,36,20,26
hun,54,405,clay content (0-30 cms),23,24,14,36,20,26
hun,54,406,clay content (0-30 cms),26,24,14,36,20,26
hun,54,407,clay content (0-30 cms),24,24,14,36,20,26
kaz,42,701,clay content (0-30 cms),17,24,16,31,16,26
kaz,42,702,clay content (0-30 cms),24,24,16,31,16,26
kaz,42,705,clay content (0-30 cms),17,24,16,31,16,26
kaz,42,707,clay content (0-30 cms),17,24,16,31,16,26
fra,57,1501,veg_c (above ground biomass),3,2,2,21,2,3
fra,57,1501,veg_c (below ground biomass),1,1,1,12,1,2
kor,65,701,clay content (0-30 cms),25,24,16,30,20,26
fra,57,1502,veg_c (above ground biomass),3,2,2,21,2,3
fra,57,1502,veg_c (below ground biomass),1,1,1,12,1,2
kor,65,702,clay content (0-30 cms),23,24,16,30,20,26
fra,57,1507,veg_c (above ground biomass),3,2,2,21,2,3
fra,57,1507,veg_c (below ground biomass),1,1,1,12,1,2
kor,65,703,clay content (0-30 cms),23,24,16,30,20,26
fra,60,401,veg_c (above ground biomass),3,3,0,55,2,4
fra,60,401,veg_c (below ground biomass),1,1,0,23,1,2
kor,65,704,clay content (0-30 cms),29,24,16,30,20,26
fra,60,402,veg_c (above ground biomass),3,3,0,54,2,4
fra,60,402,veg_c (below ground biomass),1,1,0,24,1,2
fra,60,403,veg_c (above ground biomass),4,3,0,56,2,4
fra,60,403,veg_c (below ground biomass),1,1,0,22,1,2
kor,65,705,clay content (0-30 cms),23,24,16,30,20,26
fra,60,405,veg_c (above ground biomass),3,3,0,55,2,4
fra,60,405,veg_c (below ground biomass),1,1,0,23,1,2
fra,60,406,veg_c (above ground biomass),4,3,0,56,2,4
fra,60,406,veg_c (below ground biomass),1,1,0,22,1,2
fra,60,1002,veg_c (above ground biomass),2,2,0,38,1,3
fra,60,1002,veg_c (below ground biomass),1,1,0,21,0,2
fra,60,1005,veg_c (above ground biomass),2,2,0,38,1,3
fra,60,1005,veg_c (below ground biomass),1,1,0,21,0,2
kor,65,706,clay content (0-30 cms),26,24,16,30,20,26
fra,60,1101,veg_c (above ground biomass),4,5,0,50,1,6
fra,60,1101,veg_c (below ground biomass),5,6,0,62,1,7
kor,65,707,clay content (0-30 cms),23,24,16,30,20,26
fra,60,1102,veg_c (above ground biomass),3,6,0,57,1,7
fra,60,1102,veg_c (below ground biomass),3,6,0,56,1,6
lie,32,601,clay content (0-30 cms),25,24,24,26,24,26
fra,60,1105,veg_c (above ground biomass),3,7,0,70,1,8
fra,60,1105,veg_c (below ground biomass),2,4,0,42,1,5
lie,32,602,clay content (0-30 cms),25,24,24,26,24,26
fra,60,1107,veg_c (above ground biomass),5,5,0,46,1,5
fra,60,1107,veg_c (below ground biomass),7,7,0,67,1,8
lie,32,603,clay content (0-30 cms),25,24,24,26,24,26
lie,32,605,clay content (0-30 cms),25,24,24,26,24,26
lie,32,606,clay content (0-30 cms),25,24,24,26,24,26
lie,32,607,clay content (0-30 cms),25,24,24,26,24,26
moz,199,1201,clay content (0-30 cms),26,24,21,30,23,26
moz,199,1202,clay content (0-30 cms),25,24,21,30,23,26
pak,97,1201,clay content (0-30 cms),25,24,18,31,22,26
pak,97,1202,clay content (0-30 cms),24,24,18,31,22,26
fra,61,301,veg_c (above ground biomass),2,1,0,120,0,4
fra,61,301,veg_c (below ground biomass),1,0,0,49,0,2
prt,74,701,clay content (0-30 cms),25,24,23,27,23,26
fra,61,302,veg_c (above ground biomass),2,1,0,121,0,4
fra,61,302,veg_c (below ground biomass),1,0,0,48,0,2
prt,74,702,clay content (0-30 cms),24,24,23,27,23,26
fra,61,303,veg_c (above ground biomass),5,1,0,129,0,4
fra,61,303,veg_c (below ground biomass),2,0,0,40,0,1
prt,74,705,clay content (0-30 cms),25,24,23,27,23,26
fra,61,305,veg_c (above ground biomass),2,1,0,118,0,4
fra,61,305,veg_c (below ground biomass),1,0,0,50,0,2
rus,38,401,clay content (0-30 cms),25,24,19,30,21,26
fra,61,306,veg_c (above ground biomass),4,1,0,127,0,4
fra,61,306,veg_c (below ground biomass),1,0,0,42,0,1
rus,38,402,clay content (0-30 cms),24,24,19,30,21,26
fra,61,307,veg_c (above ground biomass),2,1,0,118,0,4
fra,61,307,veg_c (below ground biomass),1,0,0,51,0,2
usa,222,701,clay content (0-30 cms),23,24,13,28,19,26
fra,61,401,veg_c (above ground biomass),6,6,0,147,0,9
fra,61,401,veg_c (below ground biomass),2,2,0,50,0,3
usa,222,702,clay content (0-30 cms),20,24,13,28,19,26
fra,61,402,veg_c (above ground biomass),4,5,0,138,0,9
fra,61,402,veg_c (below ground biomass),2,2,0,58,0,4
usa,222,703,clay content (0-30 cms),17,24,13,28,19,26
fra,61,403,veg_c (above ground biomass),4,6,0,150,0,9
fra,61,403,veg_c (below ground biomass),1,2,0,47,0,3
usa,222,705,clay content (0-30 cms),21,24,13,28,19,26
fra,61,405,veg_c (above ground biomass),4,6,0,147,0,9
fra,61,405,veg_c (below ground biomass),1,2,0,50,0,3
usa,222,706,clay content (0-30 cms),17,24,13,28,19,26
fra,61,406,veg_c (above ground biomass),4,6,0,149,0,9
fra,61,406,veg_c (below ground biomass),1,2,0,47,0,3
usa,222,707,clay content (0-30 cms),22,24,13,28,19,26
fra,61,407,veg_c (above ground biomass),3,6,0,149,0,9
fra,61,407,veg_c (below ground biomass),1,2,0,47,0,3
aut,32,701,clay content (0-30 cms),22,25,10,27,10,26
fra,61,501,veg_c (above ground biomass),3,2,0,127,1,9
fra,61,501,veg_c (below ground biomass),1,1,0,47,0,3
aut,32,702,clay content (0-30 cms),24,25,10,27,10,26
fra,61,502,veg_c (above ground biomass),4,2,0,130,1,9
fra,61,502,veg_c (below ground biomass),1,1,0,44,0,3
aut,32,703,clay content (0-30 cms),25,25,10,27,10,26
fra,61,503,veg_c (above ground biomass),2,2,0,121,1,8
fra,61,503,veg_c (below ground biomass),1,1,0,53,0,4
aut,32,705,clay content (0-30 cms),25,25,10,27,10,26
fra,61,505,veg_c (above ground biomass),5,2,0,132,1,9
fra,61,505,veg_c (below ground biomass),2,1,0,42,0,3
aut,32,706,clay content (0-30 cms),25,25,10,27,10,26
fra,61,506,veg_c (above ground biomass),2,2,0,120,1,8
fra,61,506,veg_c (below ground biomass),1,1,0,54,0,4
aut,32,707,clay content (0-30 cms),25,25,10,27,10,26
fra,61,507,veg_c (above ground biomass),4,2,0,129,1,9
fra,61,507,veg_c (below ground biomass),1,1,0,46,0,3
prt,74,1101,clay content (0-30 cms),25,25,21,30,22,26
fra,61,601,veg_c (above ground biomass),1,0,0,54,0,1
fra,61,601,veg_c (below ground biomass),1,0,0,41,0,1
prt,74,1102,clay content (0-30 cms),24,25,21,30,22,26
fra,61,602,veg_c (above ground biomass),1,0,0,54,0,1
fra,61,602,veg_c (below ground biomass),1,0,0,41,0,1
prt,74,1105,clay content (0-30 cms),24,25,21,30,22,26
fra,61,603,veg_c (above ground biomass),1,0,0,54,0,1
fra,61,603,veg_c (below ground biomass),1,0,0,41,0,1
prt,74,1107,clay content (0-30 cms),25,25,21,30,22,26
fra,61,605,veg_c (above ground biomass),1,0,0,54,0,1
fra,61,605,veg_c (below ground biomass),1,0,0,41,0,1
aus,208,702,clay content (0-30 cms),27,26,26,30,26,26
fra,61,606,veg_c (above ground biomass),1,0,0,54,0,1
fra,61,606,veg_c (below ground biomass),1,0,0,41,0,1
aus,208,703,clay content (0-30 cms),27,26,26,30,26,26
fra,61,701,veg_c (above ground biomass),4,2,0,120,1,10
fra,61,701,veg_c (below ground biomass),1,0,0,36,0,3
aus,208,704,clay content (0-30 cms),27,26,26,30,26,26
fra,61,702,veg_c (above ground biomass),5,2,0,120,1,10
fra,61,702,veg_c (below ground biomass),1,0,0,37,0,3
aus,208,705,clay content (0-30 cms),27,26,26,30,26,26
fra,61,703,veg_c (above ground biomass),1,1,0,102,1,8
fra,61,703,veg_c (below ground biomass),1,1,0,55,0,4
zwe,188,1202,clay content (0-30 cms),26,26,24,27,25,26
fra,61,705,veg_c (above ground biomass),2,1,0,111,1,9
fra,61,705,veg_c (below ground biomass),1,1,0,46,0,4
tur,70,1,clay content (0-30 cms),9,0,0,33,0,27
fra,61,706,veg_c (above ground biomass),1,1,0,102,1,8
fra,61,706,veg_c (below ground biomass),1,1,0,55,0,4
tur,70,2,clay content (0-30 cms),11,0,0,33,0,27
fra,61,707,veg_c (above ground biomass),2,1,0,108,1,9
fra,61,707,veg_c (below ground biomass),1,1,0,49,0,4
egy,144,1201,clay content (0-30 cms),17,12,6,27,8,27
egy,144,1202,clay content (0-30 cms),16,12,6,27,8,27
yem,93,1201,clay content (0-30 cms),10,14,0,42,6,27
yem,93,1202,clay content (0-30 cms),26,14,0,42,6,27
fra,61,901,veg_c (above ground biomass),1,0,0,66,0,1
btn,110,201,clay content (0-30 cms),19,17,6,37,12,27
fra,61,902,veg_c (above ground biomass),1,0,0,65,0,1
fra,61,902,veg_c (below ground biomass),1,0,0,46,0,1
btn,110,202,clay content (0-30 cms),22,17,6,37,12,27
fra,61,903,veg_c (above ground biomass),1,0,0,85,0,2
btn,110,203,clay content (0-30 cms),21,17,6,37,12,27
fra,61,904,veg_c (above ground biomass),1,0,0,85,0,2
btn,110,204,clay content (0-30 cms),23,17,6,37,12,27
fra,61,905,veg_c (above ground biomass),2,0,0,76,0,2
fra,61,905,veg_c (below ground biomass),1,0,0,35,0,1
btn,110,205,clay content (0-30 cms),19,17,6,37,12,27
fra,61,906,veg_c (above ground biomass),1,0,0,85,0,2
btn,110,206,clay content (0-30 cms),15,17,6,37,12,27
fra,61,907,veg_c (above ground biomass),1,0,0,73,0,2
fra,61,907,veg_c (below ground biomass),1,0,0,38,0,1
btn,110,207,clay content (0-30 cms),16,17,6,37,12,27
fra,61,1001,veg_c (above ground biomass),2,1,0,118,0,3
fra,61,1001,veg_c (below ground biomass),1,0,0,58,0,1
nld,32,801,clay content (0-30 cms),12,17,0,39,9,27
fra,61,1002,veg_c (above ground biomass),2,1,0,121,0,3
fra,61,1002,veg_c (below ground biomass),1,0,0,54,0,1
nld,32,802,clay content (0-30 cms),20,17,0,39,9,27
fra,61,1003,veg_c (above ground biomass),1,1,0,115,0,3
fra,61,1003,veg_c (below ground biomass),1,0,0,61,0,2
nld,32,803,clay content (0-30 cms),14,17,0,39,9,27
fra,61,1004,veg_c (above ground biomass),1,1,0,134,1,3
nld,32,805,clay content (0-30 cms),17,17,0,39,9,27
fra,61,1005,veg_c (above ground biomass),3,1,0,127,1,3
fra,61,1005,veg_c (below ground biomass),1,0,0,49,0,1
nld,32,806,clay content (0-30 cms),13,17,0,39,9,27
fra,61,1006,veg_c (above ground biomass),1,1,0,113,0,3
fra,61,1006,veg_c (below ground biomass),1,0,0,62,0,2
nld,32,807,clay content (0-30 cms),20,17,0,39,9,27
fra,61,1007,veg_c (above ground biomass),2,1,0,120,0,3
fra,61,1007,veg_c (below ground biomass),1,0,0,56,0,1
ago,182,1201,clay content (0-30 cms),20,18,0,47,12,27
fra,61,1101,veg_c (above ground biomass),3,2,0,89,0,6
fra,61,1101,veg_c (below ground biomass),2,1,0,50,0,3
ago,182,1202,clay content (0-30 cms),22,18,0,47,12,27
fra,61,1102,veg_c (above ground biomass),3,2,0,90,0,6
fra,61,1102,veg_c (below ground biomass),2,1,0,49,0,3
ago,182,1203,clay content (0-30 cms),27,18,0,47,12,27
fra,61,1103,veg_c (above ground biomass),2,2,0,89,0,6
fra,61,1103,veg_c (below ground biomass),1,1,0,50,0,3
ago,182,1204,clay content (0-30 cms),39,18,0,47,12,27
fra,61,1104,veg_c (above ground biomass),2,2,0,94,0,6
fra,61,1104,veg_c (below ground biomass),1,1,0,45,0,3
ago,182,1205,clay content (0-30 cms),14,18,0,47,12,27
fra,61,1105,veg_c (above ground biomass),3,2,0,94,0,6
fra,61,1105,veg_c (below ground biomass),1,1,0,45,0,3
ago,182,1206,clay content (0-30 cms),12,18,0,47,12,27
fra,61,1106,veg_c (above ground biomass),2,2,0,85,0,6
fra,61,1106,veg_c (below ground biomass),1,1,0,54,0,4
ago,182,1207,clay content (0-30 cms),12,18,0,47,12,27
fra,61,1107,veg_c (above ground biomass),2,2,0,86,0,6
fra,61,1107,veg_c (below ground biomass),1,1,0,53,0,4
egy,98,1401,clay content (0-30 cms),17,18,0,39,10,27
egy,98,1402,clay content (0-30 cms),20,18,0,39,10,27
egy,98,1403,clay content (0-30 cms),18,18,0,39,10,27
egy,98,1405,clay content (0-30 cms),19,18,0,39,10,27
egy,98,1406,clay content (0-30 cms),17,18,0,39,10,27
egy,98,1407,clay content (0-30 cms),23,18,0,39,10,27
egy,100,1401,clay content (0-30 cms),20,18,0,39,10,27
egy,100,1402,clay content (0-30 cms),18,18,0,39,10,27
egy,100,1405,clay content (0-30 cms),17,18,0,39,10,27
egy,100,1406,clay content (0-30 cms),22,18,0,39,10,27
egy,100,1407,clay content (0-30 cms),18,18,0,39,10,27
geo,72,901,clay content (0-30 cms),26,18,13,29,15,27
geo,72,902,clay content (0-30 cms),26,18,13,29,15,27
geo,72,903,clay content (0-30 cms),26,18,13,29,15,27
geo,72,906,clay content (0-30 cms),26,18,13,29,15,27
fra,62,301,veg_c (above ground biomass),2,1,0,100,0,2
fra,62,301,veg_c (below ground biomass),1,0,0,47,0,1
geo,72,907,clay content (0-30 cms),26,18,13,29,15,27
fra,62,302,veg_c (above ground biomass),2,1,0,99,0,2
fra,62,302,veg_c (below ground biomass),1,0,0,49,0,1
kgz,58,1401,clay content (0-30 cms),15,18,10,30,13,27
fra,62,303,veg_c (above ground biomass),1,1,0,91,0,2
fra,62,303,veg_c (below ground biomass),1,0,0,56,0,1
kgz,58,1402,clay content (0-30 cms),16,18,10,30,13,27
fra,62,305,veg_c (above ground biomass),1,1,0,92,0,2
fra,62,305,veg_c (below ground biomass),1,0,0,56,0,1
aze,72,1301,clay content (0-30 cms),20,19,11,37,15,27
fra,62,306,veg_c (above ground biomass),1,1,0,91,0,2
fra,62,306,veg_c (below ground biomass),1,0,0,56,0,1
aze,72,1302,clay content (0-30 cms),23,19,11,37,15,27
fra,62,307,veg_c (above ground biomass),1,1,0,93,0,2
fra,62,307,veg_c (below ground biomass),1,0,0,54,0,1
aze,72,1303,clay content (0-30 cms),20,19,11,37,15,27
fra,62,401,veg_c (above ground biomass),7,7,0,141,3,12
fra,62,401,veg_c (below ground biomass),2,2,0,43,1,4
aze,72,1304,clay content (0-30 cms),30,19,11,37,15,27
fra,62,402,veg_c (above ground biomass),6,7,0,141,3,12
fra,62,402,veg_c (below ground biomass),2,2,0,43,1,4
aze,72,1305,clay content (0-30 cms),24,19,11,37,15,27
fra,62,403,veg_c (above ground biomass),7,7,0,139,3,12
fra,62,403,veg_c (below ground biomass),2,2,0,46,1,4
aze,72,1306,clay content (0-30 cms),19,19,11,37,15,27
fra,62,405,veg_c (above ground biomass),8,7,0,142,3,12
fra,62,405,veg_c (below ground biomass),2,2,0,42,1,4
aze,72,1307,clay content (0-30 cms),22,19,11,37,15,27
fra,62,406,veg_c (above ground biomass),7,7,0,139,3,12
fra,62,406,veg_c (below ground biomass),2,2,0,46,1,4
bel,41,501,clay content (0-30 cms),27,19,17,29,17,27
fra,62,407,veg_c (above ground biomass),8,7,0,141,3,12
fra,62,407,veg_c (below ground biomass),2,2,0,43,1,4
bel,41,502,clay content (0-30 cms),27,19,17,29,17,27
fra,62,501,veg_c (above ground biomass),5,6,1,148,1,9
fra,62,501,veg_c (below ground biomass),2,2,0,49,0,3
bel,41,505,clay content (0-30 cms),27,19,17,29,17,27
fra,62,502,veg_c (above ground biomass),4,6,1,146,1,9
fra,62,502,veg_c (below ground biomass),2,2,0,51,0,3
bel,41,507,clay content (0-30 cms),27,19,17,29,17,27
fra,62,503,veg_c (above ground biomass),4,6,1,146,1,9
fra,62,503,veg_c (below ground biomass),2,2,0,51,0,3
nam,182,1001,clay content (0-30 cms),22,19,10,35,14,27
fra,62,505,veg_c (above ground biomass),5,6,1,148,1,9
fra,62,505,veg_c (below ground biomass),2,2,0,49,0,3
nam,182,1002,clay content (0-30 cms),21,19,10,35,14,27
fra,62,506,veg_c (above ground biomass),5,6,1,148,1,9
fra,62,506,veg_c (below ground biomass),2,2,0,49,0,3
nam,182,1003,clay content (0-30 cms),19,19,10,35,14,27
fra,62,507,veg_c (above ground biomass),6,6,1,149,1,9
fra,62,507,veg_c (below ground biomass),2,2,0,48,0,3
nam,182,1005,clay content (0-30 cms),21,19,10,35,14,27
fra,62,601,veg_c (above ground biomass),5,5,0,144,1,11
fra,62,601,veg_c (below ground biomass),2,2,0,50,0,4
nam,182,1006,clay content (0-30 cms),19,19,10,35,14,27
fra,62,602,veg_c (above ground biomass),5,5,0,145,1,11
fra,62,602,veg_c (below ground biomass),2,2,0,49,0,4
nam,182,1007,clay content (0-30 cms),18,19,10,35,14,27
fra,62,603,veg_c (above ground biomass),4,5,0,141,1,11
fra,62,603,veg_c (below ground biomass),2,2,0,53,0,4
usa,226,1001,clay content (0-30 cms),14,19,0,46,7,27
fra,62,605,veg_c (above ground biomass),5,5,0,142,1,11
fra,62,605,veg_c (below ground biomass),2,2,0,52,0,4
usa,226,1002,clay content (0-30 cms),19,19,0,46,7,27
fra,62,606,veg_c (above ground biomass),5,5,0,144,1,11
fra,62,606,veg_c (below ground biomass),2,2,0,50,0,4
